"","Region name","School status","Schools details"
"75","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Clare"
"76","City Of Calgary","Open (Outbreak, 2-4 cases)","West Ridge School"
"77","City Of Calgary","Open (Outbreak, 2-4 cases)","Ernest Manning High School"
"78","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Sebastian Elementary School"
"79","City Of Calgary","Open (Outbreak, 2-4 cases)","Ascension of Our Lord"
"80","City Of Calgary","Open (Outbreak, 2-4 cases)","Bishop Grandin High School"
"81","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Joan of Arc Elementary/Junior High School"
"82","City Of Calgary","Open (Outbreak, 2-4 cases)","Panorama Hills School"
"83","City Of Calgary","Open (Outbreak, 2-4 cases)","Jennie Elliott School"
"84","City Of Calgary","Open (Outbreak, 2-4 cases)","Westmount Mid/High School"
"85","City Of Calgary","Open (Outbreak, 2-4 cases)","FFCA High School Campus"
"86","City Of Calgary","Open (Outbreak, 2-4 cases)","Catherine Nichols Gunn School"
"87","City Of Calgary","Open (Outbreak, 2-4 cases)","Our Lady of Peace Elementary Junior High School"
"88","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Patrick School"
"89","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Jean Brebeuf School"
"90","City Of Calgary","Open (Outbreak, 2-4 cases)","Robert Thirsk School"
"91","City Of Calgary","Open (Outbreak, 2-4 cases)","Fairview School"
"92","City Of Calgary","Open (Outbreak, 2-4 cases)","Renfrew Educational Services-Janice McTighe Centre"
"93","City Of Calgary","Open (Outbreak, 2-4 cases)","Crescent Heights High School"
"94","City Of Calgary","Open (Outbreak, 2-4 cases)","Hillhurst School"
"95","City Of Calgary","Open (Outbreak, 2-4 cases)","Don Bosco School"
"96","City Of Calgary","Open (Outbreak, 2-4 cases)","Dr. George Stanley School"
"97","City Of Calgary","Open (Outbreak, 2-4 cases)","James Fowler High School"
"98","City Of Calgary","Open (Outbreak, 2-4 cases)","Mother Mary Greene School"
"99","City Of Calgary","Open (Outbreak, 2-4 cases)","Almadina Language Charter Academy Ogden Campus"
"100","City Of Calgary","Open (Outbreak, 2-4 cases)","Thomas B Riley School"
"101","City Of Calgary","Open (Outbreak, 2-4 cases)","Ted Harrison School"
"102","City Of Calgary","Open (Outbreak, 2-4 cases)","Cranston School"
"103","City Of Calgary","Open (Outbreak, 2-4 cases)","Taradale School"
"104","City Of Calgary","Open (Outbreak, 2-4 cases)","St. Alphonsus Elementary Junior High School"
"105","City Of Calgary","Open (Outbreak, 2-4 cases)","Falconridge School"
"106","City Of Edmonton","Open (Outbreak, 2-4 cases)","Holy Trinity"
"107","City Of Edmonton","Open (Outbreak, 2-4 cases)","Michael Strembitsky School"
"108","City Of Edmonton","Open (Outbreak, 2-4 cases)","J. J. Bowlen"
"109","City Of Edmonton","Open (Outbreak, 2-4 cases)","John D Bracco School"
"110","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Teresa of Calcutta Elementary School"
"111","City Of Edmonton","Open (Outbreak, 2-4 cases)","Meadowlark Christian School"
"112","City Of Edmonton","Open (Outbreak, 2-4 cases)","Mary Hanley"
"113","City Of Edmonton","Open (Outbreak, 2-4 cases)","Kim Hung School"
"114","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Edmund"
"115","City Of Edmonton","Open (Outbreak, 2-4 cases)","A. Blair McPherson School"
"116","City Of Edmonton","Open (Outbreak, 2-4 cases)","York School"
"117","City Of Edmonton","Open (Outbreak, 2-4 cases)","St. Philip"
"118","City Of Edmonton","Open (Outbreak, 2-4 cases)","Overlanders School"
"119","City Of Edmonton","Open (Outbreak, 2-4 cases)","Nebula Academy"
"120","City Of Edmonton","Open (Outbreak, 2-4 cases)","Mee-Yah-Noh School"
"121","City Of Edmonton","Open (Outbreak, 2-4 cases)","Greenview School"
"122","City Of Edmonton","Open (Outbreak, 2-4 cases)","Delwood School"
"123","City Of Fort Saskatchewan","Open (Outbreak, 2-4 cases)","Fort Saskatchewan High School"
"124","City Of Grande Prairie","Open (Outbreak, 2-4 cases)","Peace Wapiti Academy"
"125","City Of Grande Prairie","Open (Outbreak, 2-4 cases)","Grande Prairie Christian School"
"126","City Of Grande Prairie","Open (Outbreak, 2-4 cases)","St. Joseph Catholic High School"
"127","City Of Grande Prairie","Open (Outbreak, 2-4 cases)","St. John Paul II Catholic School / Faculte St. Jean-Paul II"
"128","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Immanuel Christian Secondary School"
"129","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Gilbert Paterson Middle School"
"130","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Catholic Central High School"
"131","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Wilson Middle School"
"132","City Of Lethbridge","Open (Outbreak, 2-4 cases)","General Stewart School"
"133","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Senator Joyce Fairbairn Middle School"
"134","City Of Lethbridge","Open (Outbreak, 2-4 cases)","Chinook High School"
"135","City Of Medicine Hat","Open (Outbreak, 2-4 cases)","Crestwood School"
"136","City Of Medicine Hat","Open (Outbreak, 2-4 cases)","Medicine Hat High School"
"137","City Of Red Deer","Open (Outbreak, 2-4 cases)","Holy Family School"
"138","City Of Spruce Grove","Open (Outbreak, 2-4 cases)","Prescott Learning Centre"
"139","City Of Spruce Grove","Open (Outbreak, 2-4 cases)","Copperhaven School"
"140","City Of Spruce Grove","Open (Outbreak, 2-4 cases)","Spruce Grove Composite High School"
"141","City Of St. Albert","Open (Outbreak, 2-4 cases)","Ecole La Mission"
"142","City Of St. Albert","Open (Outbreak, 2-4 cases)","Bellerose Composite High School"
"143","City Of St. Albert","Open (Outbreak, 2-4 cases)","Albert Lacombe Catholic Elementary School"
"144","City Of St. Albert","Open (Outbreak, 2-4 cases)","Vital Grandin Catholic School"
"145","City Of Wetaskiwin","Open (Outbreak, 2-4 cases)","Wetaskiwin Composite High School"
"146","County Of Grande Prairie No. 1","Open (Outbreak, 2-4 cases)","St. Mary's Catholic School"
"147","County Of Newell","Open (Outbreak, 2-4 cases)","Bassano School"
"148","County Of St. Paul No. 19","Open (Outbreak, 2-4 cases)","Glen Avon Protestant School"
"149","Kneehill County","Open (Outbreak, 2-4 cases)","Kneehill Christian School"
"150","Lamont County","Open (Outbreak, 2-4 cases)","Mundare School"
"151","Lethbridge County","Open (Outbreak, 2-4 cases)","St. Catherine's School"
"152","Lethbridge County","Open (Outbreak, 2-4 cases)","Barons School"
"153","Lethbridge County","Open (Outbreak, 2-4 cases)","Kate Andrews High School"
"154","Municipal District Of Greenview No. 16","Open (Outbreak, 2-4 cases)","Sheldon Coates Elementary School"
"155","Municipal District Of Opportunity No. 17","Open (Outbreak, 2-4 cases)","Calling Lake School"
"156","Municipal District Of Peace No. 135","Open (Outbreak, 2-4 cases)","Glenmary School"
"157","Municipal District Of Taber","Open (Outbreak, 2-4 cases)","Taber Christian School Alternative Program"
"158","Municipal District Of Willow Creek No. 26","Open (Outbreak, 2-4 cases)","Willow Creek Composite High School"
"159","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","Father Patrick Mercredi Community School"
"160","Regional Municipality Of Wood Buffalo","Open (Outbreak, 2-4 cases)","Holy Trinity High School"
"161","Rocky View County","Open (Outbreak, 2-4 cases)","Edge School"
"162","Strathcona County","Open (Outbreak, 2-4 cases)","Strathcona Christian Academy"
"163","Strathcona County","Open (Outbreak, 2-4 cases)","Archbishop Jordan Catholic High School"
"164","Sturgeon County","Open (Outbreak, 2-4 cases)","Gibbons School"
"165","Town Of Cochrane","Open (Outbreak, 2-4 cases)","Cochrane High School"
"166","Town Of Okotoks","Open (Outbreak, 2-4 cases)","Foothills Composite High School"
"167","Town Of Stony Plain","Open (Outbreak, 2-4 cases)","Memorial Composite High School"
"168","Town Of Whitecourt","Open (Outbreak, 2-4 cases)","Percy Baxter Middle School"
"169","Westlock County","Open (Outbreak, 2-4 cases)","Westlock Elementary School"
"170","Westlock County","Open (Outbreak, 2-4 cases)","St. Mary Catholic School"
"171","Athabasca County","Open","No school status to report"
"172","Beaver County","Open","No school status to report"
"173","Big Lakes County","Open","No school status to report"
"174","Birch Hills County","Open","No school status to report"
"175","Brazeau County","Open","No school status to report"
"176","Camrose County","Open","No school status to report"
"177","Cardston County","Open","No school status to report"
"178","City Of Beaumont","Open","No school status to report"
"179","City Of Camrose","Open","No school status to report"
"180","City Of Cold Lake","Open","No school status to report"
"181","City Of Lacombe","Open","No school status to report"
"182","City Of Leduc","Open","No school status to report"
"183","City Of Lloydminster","Open","No school status to report"
"184","Clear Hills County","Open","No school status to report"
"185","Clearwater County","Open","No school status to report"
"186","County Of Barrhead No. 11","Open","No school status to report"
"187","County Of Forty Mile No. 8","Open","No school status to report"
"188","County Of Minburn No. 27","Open","No school status to report"
"189","County Of Northern Lights","Open","No school status to report"
"190","County Of Paintearth No. 18","Open","No school status to report"
"191","County Of Stettler No. 6","Open","No school status to report"
"192","County Of Two Hills No. 21","Open","No school status to report"
"193","County Of Vermilion River","Open","No school status to report"
"194","County Of Warner No. 5","Open","No school status to report"
"195","Cypress County","Open","No school status to report"
"196","Flagstaff County","Open","No school status to report"
"197","Foothills County","Open","No school status to report"
"198","I.d. No. 12 (Jasper National Park)","Open","No schools listed in this geography."
"199","I.d. No. 13 (Elk Island)","Open","No schools listed in this geography."
"200","I.d. No. 24 (Wood Buffalo)","Open","No school status to report"
"201","I.d. No. 25 (Willmore Wilderness)","Open","No schools listed in this geography."
"202","I.d. No. 349","Open","No schools listed in this geography."
"203","I.d. No. 4 (Waterton)","Open","No schools listed in this geography."
"204","I.d. No. 9 (Banff)","Open","No school status to report"
"205","Kananaskis Improvement District","Open","No schools listed in this geography."
"206","Lac La Biche County","Open","No school status to report"
"207","Lac Ste. Anne County","Open","No school status to report"
"208","Lacombe County","Open","No school status to report"
"209","Leduc County","Open","No school status to report"
"210","Mackenzie County","Open","No school status to report"
"211","Mountain View County","Open","No school status to report"
"212","Municipal District Of Acadia No. 34","Open","No school status to report"
"213","Municipal District Of Bighorn No. 8","Open","No school status to report"
"214","Municipal District Of Bonnyville No. 87","Open","No school status to report"
"215","Municipal District Of Fairview No. 136","Open","No school status to report"
"216","Municipal District Of Lesser Slave River No. 124","Open","No school status to report"
"217","Municipal District Of Pincher Creek No. 9","Open","No school status to report"
"218","Municipal District Of Provost No. 52","Open","No school status to report"
"219","Municipal District Of Ranchland No. 66","Open","No schools listed in this geography."
"220","Municipal District Of Smoky River No. 130","Open","No school status to report"
"221","Municipal District Of Spirit River No. 133","Open","No school status to report"
"222","Municipal District Of Wainwright No. 61","Open","No school status to report"
"223","Municipality Of Crowsnest Pass","Open","No school status to report"
"224","Municipality Of Jasper","Open","No school status to report"
"225","Northern Sunrise County","Open","No school status to report"
"226","Parkland County","Open","No school status to report"
"227","Ponoka County","Open","No school status to report"
"228","Red Deer County","Open","No school status to report"
"229","Saddle Hills County","Open","No school status to report"
"230","Smoky Lake County","Open","No school status to report"
"231","Special Areas No. 2","Open","No school status to report"
"232","Special Areas No. 3","Open","No school status to report"
"233","Special Areas No. 4","Open","No school status to report"
"234","Starland County","Open","No school status to report"
"235","Thorhild County","Open","No school status to report"
"236","Town Of Canmore","Open","No school status to report"
"237","Town Of Drumheller","Open","No school status to report"
"238","Town Of High River","Open","No school status to report"
"239","Town Of Hinton","Open","No school status to report"
"240","Town Of Olds","Open","No school status to report"
"241","Town Of Strathmore","Open","No school status to report"
"242","Town Of Sylvan Lake","Open","No school status to report"
"243","Vulcan County","Open","No school status to report"
"244","Wheatland County","Open","No school status to report"
"245","Woodlands County","Open","No school status to report"
"246","Yellowhead County","Open","No school status to report"
