"","Region name","School status","Schools details"
"107","City Of Medicine Hat","Open","No school status to report"
"108","City Of Red Deer","Open","No school status to report"
"109","City Of Spruce Grove","Open","No school status to report"
"110","City Of Wetaskiwin","Open","No school status to report"
"111","Clear Hills County","Open","No school status to report"
"112","Clearwater County","Open","No school status to report"
"113","County Of Barrhead No. 11","Open","No school status to report"
"114","County Of Forty Mile No. 8","Open","No school status to report"
"115","County Of Grande Prairie No. 1","Open","No school status to report"
"116","County Of Minburn No. 27","Open","No school status to report"
"117","County Of Newell","Open","No school status to report"
"118","County Of Northern Lights","Open","No school status to report"
"119","County Of Paintearth No. 18","Open","No school status to report"
"120","County Of St. Paul No. 19","Open","No school status to report"
"121","County Of Stettler No. 6","Open","No school status to report"
"122","County Of Two Hills No. 21","Open","No school status to report"
"123","County Of Vermilion River","Open","No school status to report"
"124","County Of Warner No. 5","Open","No school status to report"
"125","County Of Wetaskiwin No. 10","Open","No school status to report"
"126","Cypress County","Open","No school status to report"
"127","Flagstaff County","Open","No school status to report"
"128","Foothills County","Open","No school status to report"
"129","I.d. No. 12 (Jasper National Park)","Open","No schools listed in this geography."
"130","I.d. No. 13 (Elk Island)","Open","No schools listed in this geography."
"131","I.d. No. 24 (Wood Buffalo)","Open","No school status to report"
"132","I.d. No. 25 (Willmore Wilderness)","Open","No schools listed in this geography."
"133","I.d. No. 349","Open","No schools listed in this geography."
"134","I.d. No. 4 (Waterton)","Open","No schools listed in this geography."
"135","I.d. No. 9 (Banff)","Open","No school status to report"
"136","Kananaskis Improvement District","Open","No schools listed in this geography."
"137","Kneehill County","Open","No school status to report"
"138","Lac La Biche County","Open","No school status to report"
"139","Lac Ste. Anne County","Open","No school status to report"
"140","Lacombe County","Open","No school status to report"
"141","Lamont County","Open","No school status to report"
"142","Leduc County","Open","No school status to report"
"143","Lethbridge County","Open","No school status to report"
"144","Mackenzie County","Open","No school status to report"
"145","Mountain View County","Open","No school status to report"
"146","Municipal District Of Acadia No. 34","Open","No school status to report"
"147","Municipal District Of Bighorn No. 8","Open","No school status to report"
"148","Municipal District Of Bonnyville No. 87","Open","No school status to report"
"149","Municipal District Of Fairview No. 136","Open","No school status to report"
"150","Municipal District Of Greenview No. 16","Open","No school status to report"
"151","Municipal District Of Lesser Slave River No. 124","Open","No school status to report"
"152","Municipal District Of Opportunity No. 17","Open","No school status to report"
"153","Municipal District Of Pincher Creek No. 9","Open","No school status to report"
"154","Municipal District Of Provost No. 52","Open","No school status to report"
"155","Municipal District Of Ranchland No. 66","Open","No schools listed in this geography."
"156","Municipal District Of Smoky River No. 130","Open","No school status to report"
"157","Municipal District Of Spirit River No. 133","Open","No school status to report"
"158","Municipal District Of Taber","Open","No school status to report"
"159","Municipal District Of Wainwright No. 61","Open","No school status to report"
"160","Municipal District Of Willow Creek No. 26","Open","No school status to report"
"161","Municipality Of Crowsnest Pass","Open","No school status to report"
"162","Municipality Of Jasper","Open","No school status to report"
"163","Northern Sunrise County","Open","No school status to report"
"164","Parkland County","Open","No school status to report"
"165","Ponoka County","Open","No school status to report"
"166","Red Deer County","Open","No school status to report"
"167","Rocky View County","Open","No school status to report"
"168","Saddle Hills County","Open","No school status to report"
"169","Smoky Lake County","Open","No school status to report"
"170","Special Areas No. 2","Open","No school status to report"
"171","Special Areas No. 3","Open","No school status to report"
"172","Special Areas No. 4","Open","No school status to report"
"173","Starland County","Open","No school status to report"
"174","Sturgeon County","Open","No school status to report"
"175","Thorhild County","Open","No school status to report"
"176","Town Of Canmore","Open","No school status to report"
"177","Town Of Drumheller","Open","No school status to report"
"178","Town Of High River","Open","No school status to report"
"179","Town Of Hinton","Open","No school status to report"
"180","Town Of Morinville","Open","No school status to report"
"181","Town Of Okotoks","Open","No school status to report"
"182","Town Of Olds","Open","No school status to report"
"183","Town Of Stony Plain","Open","No school status to report"
"184","Town Of Sylvan Lake","Open","No school status to report"
"185","Town Of Whitecourt","Open","No school status to report"
"186","Vulcan County","Open","No school status to report"
"187","Westlock County","Open","No school status to report"
"188","Wheatland County","Open","No school status to report"
"189","Woodlands County","Open","No school status to report"
"190","Yellowhead County","Open","No school status to report"
