collected_date,reported_date,lcc_name,municipality,confirmed_child_cases,confirmed_staff_provider_cases,confirmed_unspecified_cases,total_confirmed_cases
2020-10-07,2020-10-08,Bruce Trail Early Learning and Child Care Centre,Milton,0,1,0,1
2020-10-07,2020-10-08,Centre éducatif Brin de Soleil - Horizon Jeunesse,Ottawa,1,0,0,1
2020-10-07,2020-10-08,Centre éducatif La Clémentine,Gloucester,0,1,0,1
2020-10-07,2020-10-08,Centre éducatif Les Petits Tresors - Pavillon Alfred,Alfred,1,0,0,1
2020-10-07,2020-10-08,Centro-Clinton Day Care Centre,Toronto,0,1,0,1
2020-10-07,2020-10-08,Children's Circle Montessori School,Brampton,1,0,0,1
2020-10-07,2020-10-08,Childventures Early Learning Academy Aurora,Aurora,0,1,0,1
2020-10-07,2020-10-08,City View Centre for Child & Family Services (Group Care),Nepean,0,1,0,1
2020-10-07,2020-10-08,Community Centre 55,Toronto,1,0,0,1
2020-10-07,2020-10-08,Dalhousie Parents Daycare Centre,Ottawa,1,0,0,1
2020-10-07,2020-10-08,Downtown Montessori at Coatsworth  (formerly Ward Nine -Coatsworth),Toronto,0,1,0,1
2020-10-07,2020-10-08,Downtown Montessori at Concord City Place,Toronto,1,0,0,1
2020-10-07,2020-10-08,Earl Haig Community Day Care Centre   (15 Earl Haig Avenue),Toronto,0,1,0,1
2020-10-07,2020-10-08,Eden Daycare Inc.,Mississauga,1,0,0,1
2020-10-07,2020-10-08,Edgeley Early Learning & Child Care Centre,Toronto,0,2,0,2
2020-10-07,2020-10-08,Elkhorn Junior Y - (YMCA),Toronto,0,1,0,1
2020-10-07,2020-10-08,First Stage Child Care Centre - Highfield,Toronto,1,0,0,1
2020-10-07,2020-10-08,For Kid's Sake Day Care Services Inc. (one location),Mississauga,2,0,0,2
2020-10-07,2020-10-08,Garderie Éducative Renée Tassé,Ottawa,1,1,0,2
2020-10-07,2020-10-08,Garderie Tunney's Day Care,Ottawa,0,1,0,1
2020-10-07,2020-10-08,George Brown - Rose Avenue Child Care Centre,Toronto,1,0,0,1
2020-10-07,2020-10-08,Glebe Parents' Daycare First Avenue Campus,Ottawa,1,0,0,1
2020-10-07,2020-10-08,Global Home Child Care (one location),Ottawa,0,1,0,1
2020-10-07,2020-10-08,Halton Hills Child Care Centre,Georgetown,1,0,0,1
2020-10-07,2020-10-08,Happy Tots Day Nursery,Oshawa,0,3,0,3
2020-10-07,2020-10-08,Hillfield Strathallan College,Hamilton,1,0,0,1
2020-10-07,2020-10-08,Holy Trinity YMCA,Toronto,1,0,0,1
2020-10-07,2020-10-08,Home Child Care Program (one location),Waterloo,0,1,0,1
2020-10-07,2020-10-08,Humber Bay Child Care Centre (Park Lawn Preschool Inc.),Toronto,0,1,0,1
2020-10-07,2020-10-08,Kaban Montessori School,Mississauga,1,0,0,1
2020-10-07,2020-10-08,Kiddies Lodge Daycare Centre,Toronto,1,0,0,1
2020-10-07,2020-10-08,KIDS & COMPANY - BURLOAK,Burlington,0,1,0,1
2020-10-07,2020-10-08,KIDS COME FIRST CHILD CARE CENTRE,Guelph,1,0,0,1
2020-10-07,2020-10-08,La Coccinelle,Orléans,1,2,0,3
2020-10-07,2020-10-08,La Coccinelle Reine des Bois,Ottawa,1,0,0,1
2020-10-07,2020-10-08,La Petite Ecole,Toronto,0,1,0,1
2020-10-07,2020-10-08,L'Arche des amis de Russell,Russell,1,0,0,1
2020-10-07,2020-10-08,LARC's OLMC School Age Program,Amherstview,1,0,0,1
2020-10-07,2020-10-08,Lawrence Heights Community Day Care Centre,Toronto,0,1,0,1
2020-10-07,2020-10-08,Le Cerf-Volant - Édouard-Bond,Ottawa,1,0,0,1
2020-10-07,2020-10-08,"Le Cerf-Volant, école Marius Barbeau",Ottawa,1,0,0,1
2020-10-07,2020-10-08,"Le Cerf-Volant, George-Étienne-Cartier",Ottawa,1,1,0,2
2020-10-07,2020-10-08,Le Club - Bond Lake,Richmond Hill,0,1,0,1
2020-10-07,2020-10-08,LEF - Vaughan Road Infant and Toddler Centre,Toronto,1,0,0,1
2020-10-07,2020-10-08,Legacy YMCA Child Care,Markham,0,1,0,1
2020-10-07,2020-10-08,Les Coccinelles,Milton,1,0,0,1
2020-10-07,2020-10-08,Macaulay Child Development Centre (The) (PHDC) (one location),Toronto,1,0,0,1
2020-10-07,2020-10-08,MCDC/St. John,Toronto,0,1,0,1
2020-10-07,2020-10-08,Metcalfe Home Day Care (one location),Metcalfe,0,1,0,1
2020-10-07,2020-10-08,MIFO- école Notre Dame des Champs,Ottawa,0,1,0,1
2020-10-07,2020-10-08,MIFO-école des Pionniers,Orléans,1,0,0,1
2020-10-07,2020-10-08,Montessori School House Inc,Maple,1,0,0,1
2020-10-07,2020-10-08,My Little School - (Victoria Village Children's Services) - 1492 Victoria Park,Toronto,1,0,0,1
2020-10-07,2020-10-08,Netivot HaTorah  - South Campus,Toronto,1,0,0,1
2020-10-07,2020-10-08,Netivot HaTorah Day School,Thornhill,1,0,0,1
2020-10-07,2020-10-08,Northwood Montessori,Toronto,0,1,0,1
2020-10-07,2020-10-08,Odyssey Montessori School Incorporated,Toronto,1,0,0,1
2020-10-07,2020-10-08,Palmerston Community Daycare,Toronto,1,0,0,1
2020-10-07,2020-10-08,Parkdale Early Learning Centre - CDI - 119 Close Ave.,Toronto,1,0,0,1
2020-10-07,2020-10-08,PLASP - Birchbank P.S.,Brampton,1,0,0,1
2020-10-07,2020-10-08,PLASP - San Lorenzo Ruiz,Mississauga,1,0,0,1
2020-10-07,2020-10-08,PLASP - St. Charles Garnier Catholic School,Mississauga,1,0,0,1
2020-10-07,2020-10-08,PLASP - St. Josephine Bakhita,Brampton,1,0,0,1
2020-10-07,2020-10-08,PLASP - ST. Raphael Catholic School,Mississauga,0,1,0,1
2020-10-07,2020-10-08,PLASP Steelesview Public School,North York,1,0,0,1
2020-10-07,2020-10-08,Princess Elizabeth YMCA,Orangeville,1,0,0,1
2020-10-07,2020-10-08,R L Hyslop Before and After School Program,Hamilton,1,0,0,1
2020-10-07,2020-10-08,Rexdale Home Child Care Agency (PHDC) (one location),Toronto,1,0,0,1
2020-10-07,2020-10-08,Riverside Montessori Pre-School,Ottawa,1,0,0,1
2020-10-07,2020-10-08,Schoolhouse Playcare - Cadarackque,Ajax,1,0,0,1
2020-10-07,2020-10-08,Service à l'enfance Aladin Childcare Services,Ottawa,1,0,0,1
2020-10-07,2020-10-08,"Service à l'enfance Aladin, site Sainte-Anne",Ottawa,0,1,0,1
2020-10-07,2020-10-08,Shoreham Satellite Early Learning & Child Care Centre,Toronto,0,1,0,1
2020-10-07,2020-10-08,Silver Creek Pre-School (Silver Creek Centre for Early Learning & Development),Toronto,2,0,0,2
2020-10-07,2020-10-08,SKD Bilingual Child Care Centre-Michaelle Jean,Ajax,1,0,0,1
2020-10-07,2020-10-08,St. Bede Child Care Centre,Toronto,1,0,0,1
2020-10-07,2020-10-08,St. Boniface YMCA Childcare (YMCA),Toronto,0,1,0,1
2020-10-07,2020-10-08,St. Columba YMCA Child Care,Toronto,2,0,0,2
2020-10-07,2020-10-08,St. Gregory's Before and After School Club (North York Little Prints),Toronto,2,0,0,2
2020-10-07,2020-10-08,St. Jacobs Day Care Inc.,St. Jacobs,1,0,0,1
2020-10-07,2020-10-08,Super Kids Day Care Centres Inc.,Toronto,0,1,0,1
2020-10-07,2020-10-08,The Alderbuds Child Care Centre of Etobicoke,Toronto,2,0,0,2
2020-10-07,2020-10-08,The Birds And The Bees Day Care (Mini World Ltd),Toronto,1,0,0,1
2020-10-07,2020-10-08,The Candy Factory of Swallows Day Care Inc. (op: Swallows Day Care Inc.),Toronto,1,1,0,2
2020-10-07,2020-10-08,The French Connection at John Fisher Inc.,Toronto,1,0,0,1
2020-10-07,2020-10-08,The Little School Daycare - Orleans,Orléans,0,1,0,1
2020-10-07,2020-10-08,Umbrella Family - Templemead,Hamilton,0,1,0,1
2020-10-07,2020-10-08,Vincent Massey Academy- Franklin Horner Campus,Toronto,0,1,0,1
2020-10-07,2020-10-08,Wee Watch (one location),Brampton,1,0,0,1
2020-10-07,2020-10-08,Wee Watch Private Home Day Care-East (two locations),Russell,1,1,0,2
2020-10-07,2020-10-08,Woodgreen Community Services (Leslieville Child Care),Toronto,1,0,0,1
2020-10-07,2020-10-08,Woodgreen Community Services (Woodfield Child Care Centre),Toronto,0,1,0,1
2020-10-07,2020-10-08,YMCA of Three Rivers Child Care - Woodland Glen,Guelph,1,0,0,1
2020-10-07,2020-10-08,YMCA Toronto - Ellwood YMCA School Age,Bolton,1,0,0,1
2020-10-07,2020-10-08,YMCA Toronto - George Kennedy YMCA Schoolage Program,Georgetown,1,0,0,1
2020-10-07,2020-10-08,YWCA - Bergamot Early Learning  Centre (op:  YWCA),Toronto,1,0,0,1
2020-10-07,2020-10-08,YWCA KW St. Paul Childcare,Kitchener,1,0,0,1
2020-10-08,2020-10-09,ABC Preschool Centre,Ottawa,1,0,0,1
2020-10-08,2020-10-09,"Agence de garde ""La Maisonnée"" (one location)",Ottawa,1,0,0,1
2020-10-08,2020-10-09,Amherstview Daycare Site 2,Bath,1,0,0,1
2020-10-08,2020-10-09,Andrew Fleck Child Care Centre,Ottawa,0,1,0,1
2020-10-08,2020-10-09,Andrew Fleck Child Care Services - Carleton Heights Child Care Centre,Ottawa,0,1,0,1
2020-10-08,2020-10-09,Andrew Fleck Home Child Care (three locations),Ottawa,2,2,0,4
2020-10-08,2020-10-09,Bloomfield Junior Academy Montessori School,Richmond Hill,1,0,0,1
2020-10-08,2020-10-09,Blue Bell Academy Inc.,Toronto,0,1,0,1
2020-10-08,2020-10-09,Bowmore Child Enrichment Centre (Operator: Earl Haig) (80 Bowmore Road),Toronto,1,0,0,1
2020-10-08,2020-10-09,BrightPath Bolton,Bolton,5,0,0,5
2020-10-08,2020-10-09,BrightPath Wolfedale,Mississauga,1,1,0,2
2020-10-08,2020-10-09,Carleton Memorial Day Care Centre,Ottawa,1,0,0,1
2020-10-08,2020-10-09,CELC-Good Shepherd,Courtice,1,0,0,1
2020-10-08,2020-10-09,Centre éducatif Brin de Soleil - Horizon Jeunesse,Ottawa,1,0,0,1
2020-10-08,2020-10-09,Centre éducatif La Clémentine,Gloucester,0,1,0,1
2020-10-08,2020-10-09,Centre éducatif Les Petits Tresors - Pavillon Alfred,Alfred,1,0,0,1
2020-10-08,2020-10-09,"Centre parascolaire ""Alpha 3-12"" d'Orléans Inc.",Orléans,0,1,0,1
2020-10-08,2020-10-09,Centro-Clinton Day Care Centre,Toronto,0,1,0,1
2020-10-08,2020-10-09,Children's Circle Montessori School,Brampton,1,0,0,1
2020-10-08,2020-10-09,Children's Village of Ottawa-Carleton Home Child Care Program (one location),Ottawa,2,1,0,3
2020-10-08,2020-10-09,City View Centre for Child & Family Services (Group Care),Nepean,0,1,0,1
2020-10-08,2020-10-09,Community Centre 55,Toronto,1,0,0,1
2020-10-08,2020-10-09,Community of Maple Child Care Services - Father John Kelly,Maple,2,0,0,2
2020-10-08,2020-10-09,Dalhousie Parents Daycare Centre,Ottawa,1,0,0,1
2020-10-08,2020-10-09,Downtown Montessori at Coatsworth  (formerly Ward Nine -Coatsworth),Toronto,0,1,0,1
2020-10-08,2020-10-09,Downtown Montessori at Concord City Place,Toronto,1,0,0,1
2020-10-08,2020-10-09,Earl Haig Community Day Care Centre   (15 Earl Haig Avenue),Toronto,0,1,0,1
2020-10-08,2020-10-09,Eden Daycare Inc.,Mississauga,1,0,0,1
2020-10-08,2020-10-09,Edgeley Early Learning & Child Care Centre,Toronto,0,2,0,2
2020-10-08,2020-10-09,Elkhorn Junior Y - (YMCA),Toronto,0,1,0,1
2020-10-08,2020-10-09,Escale La Pommeraie,London,0,1,0,1
2020-10-08,2020-10-09,First Stage Child Care Centre - Highfield,Toronto,1,0,0,1
2020-10-08,2020-10-09,For Kid's Sake Day Care Services Inc. (one location),Mississauga,2,0,0,2
2020-10-08,2020-10-09,Garderie Éducative Renée Tassé,Ottawa,1,1,0,2
2020-10-08,2020-10-09,Garderie Tunney's Day Care,Ottawa,0,1,0,1
2020-10-08,2020-10-09,George Brown - Rose Avenue Child Care Centre,Toronto,1,0,0,1
2020-10-08,2020-10-09,Glebe Parents' Daycare First Avenue Campus,Ottawa,1,0,0,1
2020-10-08,2020-10-09,Global Home Child Care (one location),Ottawa,0,1,0,1
2020-10-08,2020-10-09,Halton Hills Child Care Centre,Georgetown,1,0,0,1
2020-10-08,2020-10-09,Happy Tots Day Nursery,Oshawa,0,3,0,3
2020-10-08,2020-10-09,Hillfield Strathallan College,Hamilton,1,0,0,1
2020-10-08,2020-10-09,Holy Trinity YMCA,Toronto,1,0,0,1
2020-10-08,2020-10-09,Home Child Care Program,Waterloo,0,1,0,1
2020-10-08,2020-10-09,Humber Bay Child Care Centre (Park Lawn Preschool Inc.),Toronto,0,1,0,1
2020-10-08,2020-10-09,Kaban Montessori School,Mississauga,1,0,0,1
2020-10-08,2020-10-09,KIDS & COMPANY - BURLOAK,Burlington,0,1,0,1
2020-10-08,2020-10-09,KIDS COME FIRST CHILD CARE CENTRE,Guelph,1,0,0,1
2020-10-08,2020-10-09,La Coccinelle,Orléans,1,2,0,3
2020-10-08,2020-10-09,La Coccinelle Alain Fortin,Ottawa,0,1,0,1
2020-10-08,2020-10-09,La Coccinelle Reine des Bois,Ottawa,1,0,0,1
2020-10-08,2020-10-09,La Petite Ecole,Toronto,0,1,0,1
2020-10-08,2020-10-09,L'Arche des amis de Russell,Russell,1,0,0,1
2020-10-08,2020-10-09,LARC's OLMC School Age Program,Amherstview,1,0,0,1
2020-10-08,2020-10-09,Lawrence Heights Community Day Care Centre,Toronto,0,1,0,1
2020-10-08,2020-10-09,Le Carrefour d'Ottawa,Ottawa,0,1,0,1
2020-10-08,2020-10-09,Le Cerf-Volant - Édouard-Bond,Ottawa,1,0,0,1
2020-10-08,2020-10-09,"Le Cerf-Volant, école Marius Barbeau",Ottawa,1,0,0,1
2020-10-08,2020-10-09,"Le Cerf-Volant, George-Étienne-Cartier",Ottawa,1,1,0,2
2020-10-08,2020-10-09,Le Club - Bond Lake,Richmond Hill,0,1,0,1
2020-10-08,2020-10-09,LEF - Vaughan Road Infant and Toddler Centre,Toronto,1,0,0,1
2020-10-08,2020-10-09,Legacy YMCA Child Care,Markham,0,1,0,1
2020-10-08,2020-10-09,Les Coccinelles,Milton,1,0,0,1
2020-10-08,2020-10-09,Macaulay Child Development Centre (The) (PHDC) (one location),Toronto,1,0,0,1
2020-10-08,2020-10-09,MCDC/St. John,Toronto,0,1,0,1
2020-10-08,2020-10-09,Metcalfe Home Day Care (one location),Metcalfe,0,1,0,1
2020-10-08,2020-10-09,MIFO- école Notre Dame des Champs,Ottawa,0,1,0,1
2020-10-08,2020-10-09,MIFO école Sainte Marie,Ottawa,0,1,0,1
2020-10-08,2020-10-09,MIFO-école des Pionniers,Orléans,1,0,0,1
2020-10-08,2020-10-09,Millcreek Kinder Kampus,Mississauga,1,0,0,1
2020-10-08,2020-10-09,Montessori School House Inc,Maple,1,0,0,1
2020-10-08,2020-10-09,Netivot HaTorah  - South Campus,Toronto,1,0,0,1
2020-10-08,2020-10-09,Netivot HaTorah Day School,Thornhill,1,0,0,1
2020-10-08,2020-10-09,Network Child Care Services - PHDC (one location),Toronto,0,1,0,1
2020-10-08,2020-10-09,Northwood Montessori,Toronto,0,1,0,1
2020-10-08,2020-10-09,Odyssey Montessori School Incorporated,Toronto,1,0,0,1
2020-10-08,2020-10-09,Palmerston Community Daycare,Toronto,1,0,0,1
2020-10-08,2020-10-09,Parkdale Early Learning Centre - CDI - 119 Close Ave.,Toronto,1,0,0,1
2020-10-08,2020-10-09,Parkview Children's Centre - The Village School,Oakville,0,1,0,1
2020-10-08,2020-10-09,PLASP - Birchbank P.S.,Brampton,1,0,0,1
2020-10-08,2020-10-09,PLASP - San Lorenzo Ruiz,Mississauga,1,0,0,1
2020-10-08,2020-10-09,PLASP - St. Charles Garnier Catholic School,Mississauga,1,0,0,1
2020-10-08,2020-10-09,PLASP - St. Josephine Bakhita,Brampton,1,0,0,1
2020-10-08,2020-10-09,PLASP - ST. Raphael Catholic School,Mississauga,0,1,0,1
2020-10-08,2020-10-09,PLASP Steelesview Public School,North York,1,0,0,1
2020-10-08,2020-10-09,Princess Elizabeth YMCA,Orangeville,1,0,0,1
2020-10-08,2020-10-09,R L Hyslop Before and After School Program,Hamilton,1,0,0,1
2020-10-08,2020-10-09,Rexdale Home Child Care Agency (PHDC) (one location),Toronto,1,0,0,1
2020-10-08,2020-10-09,Riverside Montessori Pre-School,Ottawa,1,0,0,1
2020-10-08,2020-10-09,Schoolhouse Playcare - Cadarackque,Ajax,1,0,0,1
2020-10-08,2020-10-09,Service à l'enfance Aladin Childcare Services,Ottawa,1,0,0,1
2020-10-08,2020-10-09,"Service à l'enfance Aladin, site Sainte-Anne",Ottawa,1,1,0,2
2020-10-08,2020-10-09,Shoreham Satellite Early Learning & Child Care Centre,Toronto,0,1,0,1
2020-10-08,2020-10-09,SKD Bilingual Child Care Centre-Michaelle Jean,Ajax,1,0,0,1
2020-10-08,2020-10-09,St. Bede Child Care Centre,Toronto,1,0,0,1
2020-10-08,2020-10-09,St. Boniface YMCA Childcare (YMCA),Toronto,0,1,0,1
2020-10-08,2020-10-09,St. Columba YMCA Child Care,Toronto,2,0,0,2
2020-10-08,2020-10-09,St. Gregory's Before and After School Club (North York Little Prints),Toronto,2,0,0,2
2020-10-08,2020-10-09,St. Jacobs Day Care Inc.,St. Jacobs,1,0,0,1
2020-10-08,2020-10-09,St.Edward YMCA,Toronto,0,1,0,1
2020-10-08,2020-10-09,Super Kids Day Care Centres Inc.,Toronto,0,1,0,1
2020-10-08,2020-10-09,The Alderbuds Child Care Centre of Etobicoke,Toronto,2,0,0,2
2020-10-08,2020-10-09,The Birds And The Bees Day Care (Mini World Ltd),Toronto,1,0,0,1
2020-10-08,2020-10-09,The Candy Factory of Swallows Day Care Inc. (op: Swallows Day Care Inc.),Toronto,1,1,0,2
2020-10-08,2020-10-09,The French Connection at John Fisher Inc.,Toronto,1,0,0,1
2020-10-08,2020-10-09,The Little School Daycare - Orleans,Orléans,0,1,0,1
2020-10-08,2020-10-09,Twinkle Stars Private Home Day Care (one location),Toronto,0,1,0,1
2020-10-08,2020-10-09,Umbrella Family - Templemead,Hamilton,0,1,0,1
2020-10-08,2020-10-09,Vincent Massey Academy- Franklin Horner Campus,Toronto,0,1,0,1
2020-10-08,2020-10-09,Walnut St. Junior School,Whitby,1,0,0,1
2020-10-08,2020-10-09,Wee Watch Private Home Day Care-East (two locations),Russell,1,1,0,2
2020-10-08,2020-10-09,Woodgreen Community Services (Leslieville Child Care),Toronto,1,0,0,1
2020-10-08,2020-10-09,Woodgreen Community Services (Woodfield Child Care Centre),Toronto,0,1,0,1
2020-10-08,2020-10-09,YMCA of Three Rivers Child Care - Woodland Glen,Guelph,1,0,0,1
2020-10-08,2020-10-09,YMCA Toronto - Ellwood YMCA School Age,Bolton,1,0,0,1
2020-10-08,2020-10-09,YMCA Toronto - George Kennedy YMCA Schoolage Program,Georgetown,1,0,0,1
2020-10-08,2020-10-09,YWCA - Bergamot Early Learning  Centre (op:  YWCA),Toronto,1,0,0,1
2020-10-09,2020-10-13,ABC Preschool Centre,Ottawa,1,0,0,1
2020-10-09,2020-10-13,"Agence de garde ""La Maisonnée""",Ottawa,1,0,0,1
2020-10-09,2020-10-13,Amherstview Daycare Site 2,Bath,1,0,0,1
2020-10-09,2020-10-13,Andrew Fleck Child Care Centre,Ottawa,0,1,0,1
2020-10-09,2020-10-13,Andrew Fleck Child Care Services - Carleton Heights Child Care Centre,Ottawa,0,1,0,1
2020-10-09,2020-10-13,Andrew Fleck Home Child Care (three locations),Ottawa,2,2,0,4
2020-10-09,2020-10-13,Bloomfield Junior Academy Montessori School,Richmond Hill,1,0,0,1
2020-10-09,2020-10-13,Blue Bell Academy Inc.,Toronto,0,1,0,1
2020-10-09,2020-10-13,Bowmore Child Enrichment Centre (Operator: Earl Haig) (80 Bowmore Road),Toronto,1,0,0,1
2020-10-09,2020-10-13,BrightPath Bolton,Bolton,5,0,0,5
2020-10-09,2020-10-13,BrightPath Dixie,Mississauga,1,1,0,2
2020-10-09,2020-10-13,BrightPath Wolfedale,Mississauga,1,1,0,2
2020-10-09,2020-10-13,Carleton Memorial Day Care Centre,Ottawa,1,0,0,1
2020-10-09,2020-10-13,CELC-Good Shepherd,Courtice,1,0,0,1
2020-10-09,2020-10-13,Centre éducatif Brin de Soleil - Horizon Jeunesse,Ottawa,1,0,0,1
2020-10-09,2020-10-13,Centre éducatif La Clémentine,Gloucester,0,1,0,1
2020-10-09,2020-10-13,Centre éducatif Les Petits Tresors - Pavillon Alfred,Alfred,1,0,0,1
2020-10-09,2020-10-13,"Centre parascolaire ""Alpha 3-12"" d'Orléans Inc.",Orléans,0,1,0,1
2020-10-09,2020-10-13,Centro-Clinton Day Care Centre,Toronto,0,1,0,1
2020-10-09,2020-10-13,Children's Village of Ottawa-Carleton Home Child Care Program,Ottawa,2,1,0,3
2020-10-09,2020-10-13,Community Centre 55,Toronto,1,0,0,1
2020-10-09,2020-10-13,Community of Maple Child Care Services - Father John Kelly,Maple,2,0,0,2
2020-10-09,2020-10-13,"Dalhousie Parents Daycare Centre
",Ottawa,1,0,0,1
2020-10-09,2020-10-13,Downtown Montessori at Coatsworth  (formerly Ward Nine -Coatsworth),Toronto,0,1,0,1
2020-10-09,2020-10-13,Earl Haig Community Day Care Centre   (15 Earl Haig Avenue),Toronto,0,1,0,1
2020-10-09,2020-10-13,Eden Daycare Inc.,Mississauga,1,0,0,1
2020-10-09,2020-10-13,Edgeley Early Learning & Child Care Centre,Toronto,0,2,0,2
2020-10-09,2020-10-13,Elkhorn Junior Y - (YMCA),Toronto,0,1,0,1
2020-10-09,2020-10-13,Escale La Pommeraie,London,0,1,0,1
2020-10-09,2020-10-13,First Stage Child Care Centre - Highfield,Toronto,1,0,0,1
2020-10-09,2020-10-13,For Kid's Sake Day Care Services Inc.,Mississauga,2,0,0,2
2020-10-09,2020-10-13,Garderie Éducative Renée Tassé,Ottawa,1,1,0,2
2020-10-09,2020-10-13,Garderie Tunney's Day Care,Ottawa,0,1,0,1
2020-10-09,2020-10-13,George Brown - Rose Avenue Child Care Centre,Toronto,1,0,0,1
2020-10-09,2020-10-13,Glebe Parents' Daycare First Avenue Campus,Ottawa,1,0,0,1
2020-10-09,2020-10-13,Global Home Child Care,Ottawa,0,1,0,1
2020-10-09,2020-10-13,Halton Hills Child Care Centre,Georgetown,1,0,0,1
2020-10-09,2020-10-13,Happy Tots Day Nursery,Oshawa,0,3,0,3
2020-10-09,2020-10-13,Hillfield Strathallan College,Hamilton,1,0,0,1
2020-10-09,2020-10-13,Holy Trinity YMCA,Toronto,1,0,0,1
2020-10-09,2020-10-13,Home Child Care Program,Waterloo,0,1,0,1
2020-10-09,2020-10-13,Humber Bay Child Care Centre (Park Lawn Preschool Inc.),Toronto,0,3,0,3
2020-10-09,2020-10-13,Kaban Montessori School,Mississauga,1,0,0,1
2020-10-09,2020-10-13,KIDS & COMPANY - BURLOAK,Burlington,0,1,0,1
2020-10-09,2020-10-13,KIDS COME FIRST CHILD CARE CENTRE,Guelph,1,0,0,1
2020-10-09,2020-10-13,La Coccinelle,Orléans,1,2,0,3
2020-10-09,2020-10-13,La Coccinelle Alain Fortin,Ottawa,0,1,0,1
2020-10-09,2020-10-13,La Coccinelle Reine des Bois,Ottawa,1,0,0,1
2020-10-09,2020-10-13,La Petite Ecole,Toronto,0,1,0,1
2020-10-09,2020-10-13,L'Arche des amis de Russell,Russell,1,0,0,1
2020-10-09,2020-10-13,LARC's OLMC School Age Program,Amherstview,1,0,0,1
2020-10-09,2020-10-13,Lawrence Heights Community Day Care Centre,Toronto,1,1,0,2
2020-10-09,2020-10-13,Le Carrefour d'Ottawa,Ottawa,0,1,0,1
2020-10-09,2020-10-13,Le Cerf-Volant - Édouard-Bond,Ottawa,1,0,0,1
2020-10-09,2020-10-13,"Le Cerf-Volant, école Marius Barbeau",Ottawa,1,0,0,1
2020-10-09,2020-10-13,"Le Cerf-Volant, George-Étienne-Cartier",Ottawa,1,1,0,2
2020-10-09,2020-10-13,Le Club - Bond Lake,Richmond Hill,0,1,0,1
2020-10-09,2020-10-13,LEF - Vaughan Road Infant and Toddler Centre,Toronto,1,0,0,1
2020-10-09,2020-10-13,Legacy YMCA Child Care,Markham,0,1,0,1
2020-10-09,2020-10-13,Les Coccinelles,Milton,1,0,0,1
2020-10-09,2020-10-13,Les Etoiles Brillantes - Garderie,Guelph,1,0,0,1
2020-10-09,2020-10-13,Liberty Preparatory School Inc.,Toronto,0,1,0,1
2020-10-09,2020-10-13,Macaulay Child Development Centre (The) (PHDC),Toronto,1,0,0,1
2020-10-09,2020-10-13,MCDC/St. John,Toronto,0,1,0,1
2020-10-09,2020-10-13,Metcalfe Home Day Care,Metcalfe,0,1,0,1
2020-10-09,2020-10-13,MIFO- école Notre Dame des Champs,Ottawa,0,1,0,1
2020-10-09,2020-10-13,MIFO école Sainte Marie,Ottawa,0,1,0,1
2020-10-09,2020-10-13,MIFO-école des Pionniers,Orléans,1,0,0,1
2020-10-09,2020-10-13,Millcreek Kinder Kampus,Mississauga,1,0,0,1
2020-10-09,2020-10-13,Montessori School House Inc,Maple,1,0,0,1
2020-10-09,2020-10-13,Netivot HaTorah  - South Campus,Toronto,1,0,0,1
2020-10-09,2020-10-13,Netivot HaTorah Day School,Thornhill,1,0,0,1
2020-10-09,2020-10-13,Network Child Care Services - PHDC,Toronto,0,1,0,1
2020-10-09,2020-10-13,North York Junior Y  (YMCA),Toronto,0,1,0,1
2020-10-09,2020-10-13,Northwood Montessori,Toronto,0,1,0,1
2020-10-09,2020-10-13,Odyssey Montessori School Incorporated,Toronto,1,0,0,1
2020-10-09,2020-10-13,Parkdale Early Learning Centre - CDI - 119 Close Ave.,Toronto,1,0,0,1
2020-10-09,2020-10-13,Parkview Children's Centre - The Village School,Oakville,0,1,0,1
2020-10-09,2020-10-13,PLASP - San Lorenzo Ruiz,Mississauga,1,0,0,1
2020-10-09,2020-10-13,PLASP - St. Charles Garnier Catholic School,Mississauga,1,0,0,1
2020-10-09,2020-10-13,PLASP - St. Josephine Bakhita,Brampton,1,0,0,1
2020-10-09,2020-10-13,PLASP - ST. Raphael Catholic School,Mississauga,0,1,0,1
2020-10-09,2020-10-13,PLASP Steelesview Public School,North York,1,0,0,1
2020-10-09,2020-10-13,Princess Elizabeth YMCA,Orangeville,1,0,0,1
2020-10-09,2020-10-13,R L Hyslop Before and After School Program,Hamilton,1,0,0,1
2020-10-09,2020-10-13,Rexdale Home Child Care Agency (PHDC),Toronto,1,0,0,1
2020-10-09,2020-10-13,Riverside Montessori Pre-School,Ottawa,1,0,0,1
2020-10-09,2020-10-13,S.E.E.D.S. Childcare- ST. Peter's,Barrie,1,0,0,1
2020-10-09,2020-10-13,Schoolhouse Playcare - Cadarackque,Ajax,1,0,0,1
2020-10-09,2020-10-13,Service à l'enfance Aladin Childcare Services,Ottawa,1,0,0,1
2020-10-09,2020-10-13,"Service à l'enfance Aladin, site Sainte-Anne",Ottawa,1,1,0,2
2020-10-09,2020-10-13,Shoreham Satellite Early Learning & Child Care Centre,Toronto,0,1,0,1
2020-10-09,2020-10-13,SKD Bilingual Child Care Centre-Michaelle Jean,Ajax,1,0,0,1
2020-10-09,2020-10-13,St. Bede Child Care Centre,Toronto,1,0,0,1
2020-10-09,2020-10-13,St. Boniface YMCA Childcare (YMCA),Toronto,0,1,0,1
2020-10-09,2020-10-13,St. Columba YMCA Child Care,Toronto,2,0,0,2
